Quality	#1 ID	#2 ID	#1 String	#2 String
0	3605	360500007	partner of the is the primeminister of the	office
1	1728	172800001	is on the border of the places fall under crook county municipality oregon	border
0	3060	306000002	Was the distributed by	language
0	3382	338200006	is the stock holder of the works	nationality
0	2514	251400004	served a vice president buried in	lat minutes
1	2816	281600002	is the from last appearance was in 	nationality
0	160	16000005	is the with deputies as and	nationality
0	1577	157700003	To political party do the children of belong	caption
0	3938	393800005	List the affiliation of	seat change
0	3684	368400005	studied at has as predecessor	colors
1	3849	384900001	companies have built bridges	builder
1	2429	242900001	are the houses of the and	houses
0	1169	116900006	is the governor of	active years start date
0	1474	147400004	Was a former member of	notable instruments
0	2098	209800004	is the region served by the governor of	death date
0	3630	363000005	owns the in	place of birth
0	3382	338200005	is the stock holder of the works	birth date
1	3111	311100001	is the	denomination
1	2174	217400001	the with currency as	currency
0	1463	146300006	teams are in a city were the tenants	debut team
0	727	72700003	On subjects has publishers published books	product
1	3337	333700002	acts artists are associated with people have worked with	associated acts
0	820	82000005	's president studied in the	stadium
0	3786	378600004	company is the distributor of	name
0	2548	254800006	cars succeeded the cars were to	platform
1	1745	174500002	program was on network with executive producer as	network
0	2481	248100007	awards did the is the creator of won	runtime
1	2797	279700001	is the colour of	colour
1	2252	225200002	sports are played in s founded by	founder
0	3118	311800002	was born	fullname
0	898	89800006	everyone studied at an institute are in s	hometown
0	1021	102100005	Is a	rd1t4 loc
1	1811	181100001	List the sports of are of interest of	athletics
1	1129	112900002	is the maker of the engine of	engine
1	2577	257700001	the has given voice is distributed by	voices
0	1213	121300007	does the tracks start ends in	mar record high c
0	15	1500005	source country of channel is the birth place of	league
0	2501	250100003	are similar to the ones produced by	producer
0	1311	131100006	the are in cities under	spouse
1	2210	221000001	List the starring of the s label is	starring
0	1628	162800002	was left by	starring
0	3004	300400006	is the label of	album
0	1075	107500003	belong to the networks one of sister station is	language
0	1774	177400006	Was edited by	producer
0	3858	385800006	were the awards won by the founder of	parent
0	3603	360300006	awards have been given to the founder of	location
1	752	75200002	is in the	museum
1	1428	142800002	series has an episode called a character named	characters
0	1834	183400006	city is it governs was born	image name
0	2478	247800002	successors are and	alma mater
0	1127	112700002	are the s phylum is	image top
0	288	28800003	List down the schools mascot's order is	ordo authority
1	2322	232200001	Is the mayor of	mayor
0	2231	223100004	party was in majority of	term limits
0	3490	349000004	is the national origin of ;	number built
0	1319	131900005	school did attend	date of birth
0	769	76900003	List the s distributors are located at	oct record high f
0	199	19900006	To series does the character of belong	date
0	3063	306300003	does the cofounded by air its shows	term start
1	301	30100001	is the common licence of the and	license
0	2685	268500007	the source location is region is	long
1	2207	220700001	is the political party of the succeeded by	party
0	2285	228500004	the college of the has affiliation with	bed count
0	1474	147400006	Was a former member of	title
0	690	69000003	s belong to archipelagos located in the	timezone dst
0	3573	357300004	indian party has won the arunachal pradesh elections of has been in the th	seats before
0	2819	281900003	was the architectured by	location
0	286	28600003	other have been given to people have won the	year
0	3307	330700005	the final resting place is was part of conflict	leader name
0	855	85500003	s' composers have won a BAFTA for film music	awards
0	786	78600007	is the major shrine of the s successor is	title
0	2588	258800004	are the binomial authority of	ordo
1	3615	361500001	List the institute of	institution
1	3480	348000001	religion did the president follow was served by	religion
0	1008	100800002	did the take place	pattern b
1	1063	106300002	are some cities have a	location town
0	3662	366200002	the river mouth of	mouth lat d
0	3535	353500003	products do make	residence place
1	2123	212300001	the Gibraltarian guitarist is from city	hometown
1	1527	152700001	are on the networks are from the	network
0	2352	235200005	In state is the team has	name
1	768	76800002	List the former partner of the s former choreographer was	former choreographer
0	2762	276200006	Total number of places people drafted in the have died	clublink
0	98	9800005	is the province of	country
0	2163	216300003	List the birthplace of the s studied in	year
0	1158	115800003	For common president did work	caption
0	2845	284500006	is the producer of the s channel is	sister names
1	1977	197700001	are the s of the people died in	music
0	1109	110900005	tomb is in cities under of	title
0	3731	373100005	is the resting place of the children of	goldenhorseawards
1	17	1700001	is the operator of	operator
1	1937	193700001	Does the flow into the lower manhatten	mouth mountain
0	2396	239600005	are the tenants of	reopened
1	670	67000002	is the mascot of alma mater of	alma mater
1	851	85100001	In country is the located	country
0	487	48700004	an with hub airports as and	r1 length f
0	2205	220500003	other things are provided by the producer of	product
0	2572	257200005	cport of is the genere of	country
0	2197	219700005	distributer of makes	origin
0	3943	394300005	has architected cities	death place
0	2334	233400004	awards have been given to some s	laterwork
0	2894	289400007	a relative is species is	name
1	1642	164200001	founded the city die	death place
0	884	88400003	is the author of	title
0	2822	282200006	sports are played in s in the	subdivision name
0	2154	215400003	Was written by	premiere location
1	895	89500002	work of is close to the area of The Chess Monthyl	discipline
0	3904	390400003	is the connected to Gdask	apr mean c
0	853	85300003	In places can I find tombs of people fought in the	unit
0	3578	357800006	is the founder of the trade union with m is affiliated	dissolved state
0	1836	183600003	is the shore cities on	jun mean c
0	2031	203100003	is the stylistic origin of	instrument
0	2547	254700003	To is a father	networth
0	1772	177200004	List things developed by	operating system
0	2346	234600005	has as channels	sister stations
0	2125	212500004	did go to high school	playing team
0	226	22600006	people are known for	picture format
1	73	7300001	In war did fight	battle
0	282	28200003	compiled journals of field	caption
0	1117	111700005	List the s network's executive officer is	religion
0	2209	220900005	tv is created by	date of birth
0	1494	149400003	countries share a similar sociocultural ethnic heritage of that of	pop
0	1710	171000006	is located in	founding year
1	2038	203800001	List the awards given to the important people of	award
0	1197	119700005	acted in the s music is composed by	producer
0	1216	121600003	all the venues of the convention has been hosted in	address
